menu_item,category_item,class_item,month,year,month,year
Fresh Hamburger Jr. Burger,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Extra Crispy,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger No Mayo,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Extra Cheese,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Spicy,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Mild,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger BBQ,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger on Sesame Bun,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger on Brioche,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger on Whole Wheat,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger on Sourdough,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Combo Small,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Value Meal Small,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Combo Medium,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Value Meal Medium,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Combo Large,Jr. Burger,Beef,1,2010,2,2010
Hamburger Jr. Burger Value Meal Large,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Small,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Medium,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Large,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Extra Large,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger King Size,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Family Size,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Combo,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Value Meal,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Deluxe Meal,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Family Meal,Jr. Burger,Beef,1,2010,2,2010
Grilled Cheeseburger Jr. Burger,Jr. Burger,Beef,1,2010,2,2010
Fried Cheeseburger Jr. Burger,Jr. Burger,Beef,1,2010,2,2010
Baked Cheeseburger Jr. Burger,Jr. Burger,Beef,1,2010,2,2010
Fresh Cheeseburger Jr. Burger,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Extra Crispy,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger No Mayo,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Extra Cheese,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Spicy,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Mild,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger BBQ,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger on Sesame Bun,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger on Brioche,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger on Whole Wheat,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger on Sourdough,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Combo Small,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Value Meal Small,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Combo Medium,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Value Meal Medium,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Combo Large,Jr. Burger,Beef,1,2010,2,2010
Cheeseburger Jr. Burger Value Meal Large,Jr. Burger,Beef,1,2010,2,2010
Single Classic Burger,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Small,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Medium,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Large,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Extra Large,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger King Size,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Family Size,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Combo,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Value Meal,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Deluxe Meal,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Family Meal,Classic Burger,Beef,1,2010,2,2010
Grilled Single Classic Burger,Classic Burger,Beef,1,2010,2,2010
Fried Single Classic Burger,Classic Burger,Beef,1,2010,2,2010
Baked Single Classic Burger,Classic Burger,Beef,1,2010,2,2010
Fresh Single Classic Burger,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Extra Crispy,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger No Mayo,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Extra Cheese,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Spicy,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Mild,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger BBQ,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger on Sesame Bun,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger on Brioche,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger on Whole Wheat,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger on Sourdough,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Combo Small,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Value Meal Small,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Combo Medium,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Value Meal Medium,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Combo Large,Classic Burger,Beef,1,2010,2,2010
Single Classic Burger Value Meal Large,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Small,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Medium,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Large,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Extra Large,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger King Size,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Family Size,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Combo,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Value Meal,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Deluxe Meal,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Family Meal,Classic Burger,Beef,1,2010,2,2010
Grilled Double Classic Burger,Classic Burger,Beef,1,2010,2,2010
Fried Double Classic Burger,Classic Burger,Beef,1,2010,2,2010
Baked Double Classic Burger,Classic Burger,Beef,1,2010,2,2010
Fresh Double Classic Burger,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Extra Crispy,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger No Mayo,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Extra Cheese,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Spicy,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Mild,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger BBQ,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger on Sesame Bun,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger on Brioche,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger on Whole Wheat,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger on Sourdough,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Combo Small,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Value Meal Small,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Combo Medium,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Value Meal Medium,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Combo Large,Classic Burger,Beef,1,2010,2,2010
Double Classic Burger Value Meal Large,Classic Burger,Beef,1,2010,2,2010
Deluxe Premium Burger,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Small,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Medium,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Large,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Extra Large,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger King Size,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Family Size,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Combo,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Value Meal,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Deluxe Meal,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Family Meal,Premium Burger,Beef,1,2010,2,2010
Grilled Deluxe Premium Burger,Premium Burger,Beef,1,2010,2,2010
Fried Deluxe Premium Burger,Premium Burger,Beef,1,2010,2,2010
Baked Deluxe Premium Burger,Premium Burger,Beef,1,2010,2,2010
Fresh Deluxe Premium Burger,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Extra Crispy,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger No Mayo,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Extra Cheese,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Spicy,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Mild,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger BBQ,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger on Sesame Bun,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger on Brioche,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger on Whole Wheat,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger on Sourdough,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Combo Small,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Value Meal Small,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Combo Medium,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Value Meal Medium,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Combo Large,Premium Burger,Beef,1,2010,2,2010
Deluxe Premium Burger Value Meal Large,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Small,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Medium,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Large,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Extra Large,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger King Size,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Family Size,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Combo,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Value Meal,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Deluxe Meal,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Family Meal,Premium Burger,Beef,1,2010,2,2010
Grilled BBQ Premium Burger,Premium Burger,Beef,1,2010,2,2010
Fried BBQ Premium Burger,Premium Burger,Beef,1,2010,2,2010
Baked BBQ Premium Burger,Premium Burger,Beef,1,2010,2,2010
Fresh BBQ Premium Burger,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Extra Crispy,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger No Mayo,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Extra Cheese,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Spicy,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Mild,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger BBQ,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger on Sesame Bun,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger on Brioche,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger on Whole Wheat,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger on Sourdough,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Combo Small,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Value Meal Small,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Combo Medium,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Value Meal Medium,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Combo Large,Premium Burger,Beef,1,2010,2,2010
BBQ Premium Burger Value Meal Large,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Small,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Medium,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Large,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Extra Large,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger King Size,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Family Size,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Combo,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Value Meal,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Deluxe Meal,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Family Meal,Premium Burger,Beef,1,2010,2,2010
Grilled Mushroom Swiss Premium Burger,Premium Burger,Beef,1,2010,2,2010
Fried Mushroom Swiss Premium Burger,Premium Burger,Beef,1,2010,2,2010
Baked Mushroom Swiss Premium Burger,Premium Burger,Beef,1,2010,2,2010
Fresh Mushroom Swiss Premium Burger,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Extra Crispy,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger No Mayo,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Extra Cheese,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Spicy,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Mild,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger BBQ,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger on Sesame Bun,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger on Brioche,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger on Whole Wheat,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger on Sourdough,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Combo Small,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Value Meal Small,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Combo Medium,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Value Meal Medium,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Combo Large,Premium Burger,Beef,1,2010,2,2010
Mushroom Swiss Premium Burger Value Meal Large,Premium Burger,Beef,1,2010,2,2010
Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Small,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Medium,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Large,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Extra Large,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich King Size,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Family Size,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Combo,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Value Meal,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Deluxe Meal,BBQ Sandwich,Pork,1,2010,2,2010
Pulled Pork BBQ Sandwich Family Meal,BBQ Sandwich,Pork,1,2010,2,2010
Grilled Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Fried Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Baked Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Fresh Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Small,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Medium,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Large,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Extra Large,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich King Size,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Family Size,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Combo,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Value Meal,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Deluxe Meal,BBQ Sandwich,Pork,1,2010,2,2010
Sliced Pork BBQ Sandwich Family Meal,BBQ Sandwich,Pork,1,2010,2,2010
Grilled Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Fried Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Baked Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Fresh Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,1,2010,2,2010
Single Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Small,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Medium,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Large,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Extra Large,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger King Size,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Family Size,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Combo,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Value Meal,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Deluxe Meal,Bacon Burger,Pork,1,2010,2,2010
Single Bacon Burger Family Meal,Bacon Burger,Pork,1,2010,2,2010
Grilled Single Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Fried Single Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Baked Single Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Fresh Single Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Small,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Medium,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Large,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Extra Large,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger King Size,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Family Size,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Combo,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Value Meal,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Deluxe Meal,Bacon Burger,Pork,1,2010,2,2010
Double Bacon Burger Family Meal,Bacon Burger,Pork,1,2010,2,2010
Grilled Double Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Fried Double Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Baked Double Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Fresh Double Bacon Burger,Bacon Burger,Pork,1,2010,2,2010
Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Small,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Medium,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Large,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Extra Large,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich King Size,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Family Size,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Combo,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Value Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Deluxe Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Sausage Breakfast Sandwich Family Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Grilled Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Fried Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Baked Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Fresh Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Small,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Medium,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Large,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Extra Large,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich King Size,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Family Size,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Combo,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Value Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Deluxe Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Bacon Breakfast Sandwich Family Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Grilled Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Fried Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Baked Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Fresh Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Small,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Medium,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Large,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Extra Large,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich King Size,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Family Size,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Combo,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Value Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Deluxe Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Ham Breakfast Sandwich Family Meal,Breakfast Sandwich,Pork,1,2010,2,2010
Grilled Ham Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Fried Ham Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Baked Ham Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
Fresh Ham Breakfast Sandwich,Breakfast Sandwich,Pork,1,2010,2,2010
BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Small,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Medium,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Large,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Extra Large,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs King Size,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Family Size,Pork Ribs,Pork,1,2010,2,2010
4-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
6-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
8-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
10-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
12-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
15-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
20-piece BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Combo,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Value Meal,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Deluxe Meal,Pork Ribs,Pork,1,2010,2,2010
BBQ Pork Ribs Family Meal,Pork Ribs,Pork,1,2010,2,2010
Grilled BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
Fried BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
Baked BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
Fresh BBQ Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
4-piece BBQ Pork Ribs Small,Pork Ribs,Pork,1,2010,2,2010
6-piece BBQ Pork Ribs Small,Pork Ribs,Pork,1,2010,2,2010
4-piece BBQ Pork Ribs Medium,Pork Ribs,Pork,1,2010,2,2010
6-piece BBQ Pork Ribs Medium,Pork Ribs,Pork,1,2010,2,2010
4-piece BBQ Pork Ribs Large,Pork Ribs,Pork,1,2010,2,2010
6-piece BBQ Pork Ribs Large,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Small,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Medium,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Large,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Extra Large,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs King Size,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Family Size,Pork Ribs,Pork,1,2010,2,2010
4-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
6-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
8-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
10-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
12-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
15-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
20-piece Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Combo,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Value Meal,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Deluxe Meal,Pork Ribs,Pork,1,2010,2,2010
Dry Rub Pork Ribs Family Meal,Pork Ribs,Pork,1,2010,2,2010
Grilled Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
Fried Dry Rub Pork Ribs,Pork Ribs,Pork,1,2010,2,2010
