menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code
Hamburger Jr. Burger Value Meal Small,Jr. Burger,Beef,,,,,HJBVMS,JB,B
Hamburger Jr. Burger Combo Medium,Jr. Burger,Beef,,,,,HJBCM,JB,B
Hamburger Jr. Burger Value Meal Medium,Jr. Burger,Beef,,,,,HJBVMM,JB,B
Hamburger Jr. Burger Combo Large,Jr. Burger,Beef,,,,,HJBCL,JB,B
Hamburger Jr. Burger Value Meal Large,Jr. Burger,Beef,,,,,HJBVML,JB,B
Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,CJB,JB,B
Cheeseburger Jr. Burger Small,Jr. Burger,Beef,,,,,CJBS,JB,B
Cheeseburger Jr. Burger Medium,Jr. Burger,Beef,,,,,CJBM,JB,B
Cheeseburger Jr. Burger Large,Jr. Burger,Beef,,,,,CJBL,JB,B
Cheeseburger Jr. Burger Extra Large,Jr. Burger,Beef,,,,,CJBEL,JB,B
Cheeseburger Jr. Burger King Size,Jr. Burger,Beef,,,,,CJBKS,JB,B
Cheeseburger Jr. Burger Family Size,Jr. Burger,Beef,,,,,CJBFS,JB,B
Cheeseburger Jr. Burger Combo,Jr. Burger,Beef,,,,,CJBC,JB,B
Cheeseburger Jr. Burger Value Meal,Jr. Burger,Beef,,,,,CJBVM,JB,B
Cheeseburger Jr. Burger Deluxe Meal,Jr. Burger,Beef,,,,,CJBDM,JB,B
Cheeseburger Jr. Burger Family Meal,Jr. Burger,Beef,,,,,CJBFM,JB,B
Grilled Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,GCJB,JB,B
Fried Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,FCJB,JB,B
Baked Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,BCJB,JB,B
Fresh Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,FCJB,JB,B
Cheeseburger Jr. Burger Extra Crispy,Jr. Burger,Beef,,,,,CJBEC,JB,B
Cheeseburger Jr. Burger No Mayo,Jr. Burger,Beef,,,,,CJBNM,JB,B
Cheeseburger Jr. Burger Extra Cheese,Jr. Burger,Beef,,,,,CJBEC,JB,B
Cheeseburger Jr. Burger Spicy,Jr. Burger,Beef,,,,,CJBS,JB,B
Cheeseburger Jr. Burger Mild,Jr. Burger,Beef,,,,,CJBM,JB,B
Cheeseburger Jr. Burger BBQ,Jr. Burger,Beef,,,,,CJBB,JB,B
Cheeseburger Jr. Burger on Sesame Bun,Jr. Burger,Beef,,,,,CJBoSB,JB,B
Cheeseburger Jr. Burger on Brioche,Jr. Burger,Beef,,,,,CJBoB,JB,B
Cheeseburger Jr. Burger on Whole Wheat,Jr. Burger,Beef,,,,,CJBoWW,JB,B
Cheeseburger Jr. Burger on Sourdough,Jr. Burger,Beef,,,,,CJBoS,JB,B
Cheeseburger Jr. Burger Combo Small,Jr. Burger,Beef,,,,,CJBCS,JB,B
Cheeseburger Jr. Burger Value Meal Small,Jr. Burger,Beef,,,,,CJBVMS,JB,B
Cheeseburger Jr. Burger Combo Medium,Jr. Burger,Beef,,,,,CJBCM,JB,B
Cheeseburger Jr. Burger Value Meal Medium,Jr. Burger,Beef,,,,,CJBVMM,JB,B
Cheeseburger Jr. Burger Combo Large,Jr. Burger,Beef,,,,,CJBCL,JB,B
Cheeseburger Jr. Burger Value Meal Large,Jr. Burger,Beef,,,,,CJBVML,JB,B
Single Classic Burger,Classic Burger,Beef,,,,,SCB,CB,B
Single Classic Burger Small,Classic Burger,Beef,,,,,SCBS,CB,B
Single Classic Burger Medium,Classic Burger,Beef,,,,,SCBM,CB,B
Single Classic Burger Large,Classic Burger,Beef,,,,,SCBL,CB,B
Single Classic Burger Extra Large,Classic Burger,Beef,,,,,SCBEL,CB,B
Single Classic Burger King Size,Classic Burger,Beef,,,,,SCBKS,CB,B
Single Classic Burger Family Size,Classic Burger,Beef,,,,,SCBFS,CB,B
Single Classic Burger Combo,Classic Burger,Beef,,,,,SCBC,CB,B
Single Classic Burger Value Meal,Classic Burger,Beef,,,,,SCBVM,CB,B
Single Classic Burger Deluxe Meal,Classic Burger,Beef,,,,,SCBDM,CB,B
Single Classic Burger Family Meal,Classic Burger,Beef,,,,,SCBFM,CB,B
Grilled Single Classic Burger,Classic Burger,Beef,,,,,GSCB,CB,B
Fried Single Classic Burger,Classic Burger,Beef,,,,,FSCB,CB,B
Baked Single Classic Burger,Classic Burger,Beef,,,,,BSCB,CB,B
Fresh Single Classic Burger,Classic Burger,Beef,,,,,FSCB,CB,B
Single Classic Burger Extra Crispy,Classic Burger,Beef,,,,,SCBEC,CB,B
Single Classic Burger No Mayo,Classic Burger,Beef,,,,,SCBNM,CB,B
Single Classic Burger Extra Cheese,Classic Burger,Beef,,,,,SCBEC,CB,B
Single Classic Burger Spicy,Classic Burger,Beef,,,,,SCBS,CB,B
Single Classic Burger Mild,Classic Burger,Beef,,,,,SCBM,CB,B
Single Classic Burger BBQ,Classic Burger,Beef,,,,,SCBB,CB,B
Single Classic Burger on Sesame Bun,Classic Burger,Beef,,,,,SCBoSB,CB,B
Single Classic Burger on Brioche,Classic Burger,Beef,,,,,SCBoB,CB,B
Single Classic Burger on Whole Wheat,Classic Burger,Beef,,,,,SCBoWW,CB,B
Single Classic Burger on Sourdough,Classic Burger,Beef,,,,,SCBoS,CB,B
Single Classic Burger Combo Small,Classic Burger,Beef,,,,,SCBCS,CB,B
Single Classic Burger Value Meal Small,Classic Burger,Beef,,,,,SCBVMS,CB,B
Single Classic Burger Combo Medium,Classic Burger,Beef,,,,,SCBCM,CB,B
Single Classic Burger Value Meal Medium,Classic Burger,Beef,,,,,SCBVMM,CB,B
Single Classic Burger Combo Large,Classic Burger,Beef,,,,,SCBCL,CB,B
Single Classic Burger Value Meal Large,Classic Burger,Beef,,,,,SCBVML,CB,B
Double Classic Burger,Classic Burger,Beef,,,,,DCB,CB,B
Double Classic Burger Small,Classic Burger,Beef,,,,,DCBS,CB,B
Double Classic Burger Medium,Classic Burger,Beef,,,,,DCBM,CB,B
Double Classic Burger Large,Classic Burger,Beef,,,,,DCBL,CB,B
Double Classic Burger Extra Large,Classic Burger,Beef,,,,,DCBEL,CB,B
Double Classic Burger King Size,Classic Burger,Beef,,,,,DCBKS,CB,B
Double Classic Burger Family Size,Classic Burger,Beef,,,,,DCBFS,CB,B
Double Classic Burger Combo,Classic Burger,Beef,,,,,DCBC,CB,B
Double Classic Burger Value Meal,Classic Burger,Beef,,,,,DCBVM,CB,B
Double Classic Burger Deluxe Meal,Classic Burger,Beef,,,,,DCBDM,CB,B
Double Classic Burger Family Meal,Classic Burger,Beef,,,,,DCBFM,CB,B
Grilled Double Classic Burger,Classic Burger,Beef,,,,,GDCB,CB,B
Fried Double Classic Burger,Classic Burger,Beef,,,,,FDCB,CB,B
Baked Double Classic Burger,Classic Burger,Beef,,,,,BDCB,CB,B
Fresh Double Classic Burger,Classic Burger,Beef,,,,,FDCB,CB,B
Double Classic Burger Extra Crispy,Classic Burger,Beef,,,,,DCBEC,CB,B
Double Classic Burger No Mayo,Classic Burger,Beef,,,,,DCBNM,CB,B
Double Classic Burger Extra Cheese,Classic Burger,Beef,,,,,DCBEC,CB,B
Double Classic Burger Spicy,Classic Burger,Beef,,,,,DCBS,CB,B
Double Classic Burger Mild,Classic Burger,Beef,,,,,DCBM,CB,B
Double Classic Burger BBQ,Classic Burger,Beef,,,,,DCBB,CB,B
Double Classic Burger on Sesame Bun,Classic Burger,Beef,,,,,DCBoSB,CB,B
Double Classic Burger on Brioche,Classic Burger,Beef,,,,,DCBoB,CB,B
Double Classic Burger on Whole Wheat,Classic Burger,Beef,,,,,DCBoWW,CB,B
Double Classic Burger on Sourdough,Classic Burger,Beef,,,,,DCBoS,CB,B
Double Classic Burger Combo Small,Classic Burger,Beef,,,,,DCBCS,CB,B
Double Classic Burger Value Meal Small,Classic Burger,Beef,,,,,DCBVMS,CB,B
Double Classic Burger Combo Medium,Classic Burger,Beef,,,,,DCBCM,CB,B
Double Classic Burger Value Meal Medium,Classic Burger,Beef,,,,,DCBVMM,CB,B
Double Classic Burger Combo Large,Classic Burger,Beef,,,,,DCBCL,CB,B
Double Classic Burger Value Meal Large,Classic Burger,Beef,,,,,DCBVML,CB,B
Deluxe Premium Burger,Premium Burger,Beef,,,,,DPB,PB,B
Deluxe Premium Burger Small,Premium Burger,Beef,,,,,DPBS,PB,B
Deluxe Premium Burger Medium,Premium Burger,Beef,,,,,DPBM,PB,B
Deluxe Premium Burger Large,Premium Burger,Beef,,,,,DPBL,PB,B
Deluxe Premium Burger Extra Large,Premium Burger,Beef,,,,,DPBEL,PB,B
Deluxe Premium Burger King Size,Premium Burger,Beef,,,,,DPBKS,PB,B
Deluxe Premium Burger Family Size,Premium Burger,Beef,,,,,DPBFS,PB,B
Deluxe Premium Burger Combo,Premium Burger,Beef,,,,,DPBC,PB,B
Deluxe Premium Burger Value Meal,Premium Burger,Beef,,,,,DPBVM,PB,B
Deluxe Premium Burger Deluxe Meal,Premium Burger,Beef,,,,,DPBDM,PB,B
Deluxe Premium Burger Family Meal,Premium Burger,Beef,,,,,DPBFM,PB,B
Grilled Deluxe Premium Burger,Premium Burger,Beef,,,,,GDPB,PB,B
Fried Deluxe Premium Burger,Premium Burger,Beef,,,,,FDPB,PB,B
Baked Deluxe Premium Burger,Premium Burger,Beef,,,,,BDPB,PB,B
Fresh Deluxe Premium Burger,Premium Burger,Beef,,,,,FDPB,PB,B
Deluxe Premium Burger Extra Crispy,Premium Burger,Beef,,,,,DPBEC,PB,B
Deluxe Premium Burger No Mayo,Premium Burger,Beef,,,,,DPBNM,PB,B
Deluxe Premium Burger Extra Cheese,Premium Burger,Beef,,,,,DPBEC,PB,B
Deluxe Premium Burger Spicy,Premium Burger,Beef,,,,,DPBS,PB,B
Deluxe Premium Burger Mild,Premium Burger,Beef,,,,,DPBM,PB,B
Deluxe Premium Burger BBQ,Premium Burger,Beef,,,,,DPBB,PB,B
Deluxe Premium Burger on Sesame Bun,Premium Burger,Beef,,,,,DPBoSB,PB,B
Deluxe Premium Burger on Brioche,Premium Burger,Beef,,,,,DPBoB,PB,B
Deluxe Premium Burger on Whole Wheat,Premium Burger,Beef,,,,,DPBoWW,PB,B
Deluxe Premium Burger on Sourdough,Premium Burger,Beef,,,,,DPBoS,PB,B
Deluxe Premium Burger Combo Small,Premium Burger,Beef,,,,,DPBCS,PB,B
Deluxe Premium Burger Value Meal Small,Premium Burger,Beef,,,,,DPBVMS,PB,B
Deluxe Premium Burger Combo Medium,Premium Burger,Beef,,,,,DPBCM,PB,B
Deluxe Premium Burger Value Meal Medium,Premium Burger,Beef,,,,,DPBVMM,PB,B
Deluxe Premium Burger Combo Large,Premium Burger,Beef,,,,,DPBCL,PB,B
Deluxe Premium Burger Value Meal Large,Premium Burger,Beef,,,,,DPBVML,PB,B
BBQ Premium Burger,Premium Burger,Beef,,,,,BPB,PB,B
BBQ Premium Burger Small,Premium Burger,Beef,,,,,BPBS,PB,B
BBQ Premium Burger Medium,Premium Burger,Beef,,,,,BPBM,PB,B
BBQ Premium Burger Large,Premium Burger,Beef,,,,,BPBL,PB,B
BBQ Premium Burger Extra Large,Premium Burger,Beef,,,,,BPBEL,PB,B
BBQ Premium Burger King Size,Premium Burger,Beef,,,,,BPBKS,PB,B
BBQ Premium Burger Family Size,Premium Burger,Beef,,,,,BPBFS,PB,B
BBQ Premium Burger Combo,Premium Burger,Beef,,,,,BPBC,PB,B
BBQ Premium Burger Value Meal,Premium Burger,Beef,,,,,BPBVM,PB,B
BBQ Premium Burger Deluxe Meal,Premium Burger,Beef,,,,,BPBDM,PB,B
BBQ Premium Burger Family Meal,Premium Burger,Beef,,,,,BPBFM,PB,B
Grilled BBQ Premium Burger,Premium Burger,Beef,,,,,GBPB,PB,B
Fried BBQ Premium Burger,Premium Burger,Beef,,,,,FBPB,PB,B
Baked BBQ Premium Burger,Premium Burger,Beef,,,,,BBPB,PB,B
Fresh BBQ Premium Burger,Premium Burger,Beef,,,,,FBPB,PB,B
BBQ Premium Burger Extra Crispy,Premium Burger,Beef,,,,,BPBEC,PB,B
BBQ Premium Burger No Mayo,Premium Burger,Beef,,,,,BPBNM,PB,B
BBQ Premium Burger Extra Cheese,Premium Burger,Beef,,,,,BPBEC,PB,B
BBQ Premium Burger Spicy,Premium Burger,Beef,,,,,BPBS,PB,B
BBQ Premium Burger Mild,Premium Burger,Beef,,,,,BPBM,PB,B
BBQ Premium Burger BBQ,Premium Burger,Beef,,,,,BPBB,PB,B
BBQ Premium Burger on Sesame Bun,Premium Burger,Beef,,,,,BPBoSB,PB,B
BBQ Premium Burger on Brioche,Premium Burger,Beef,,,,,BPBoB,PB,B
BBQ Premium Burger on Whole Wheat,Premium Burger,Beef,,,,,BPBoWW,PB,B
BBQ Premium Burger on Sourdough,Premium Burger,Beef,,,,,BPBoS,PB,B
BBQ Premium Burger Combo Small,Premium Burger,Beef,,,,,BPBCS,PB,B
BBQ Premium Burger Value Meal Small,Premium Burger,Beef,,,,,BPBVMS,PB,B
BBQ Premium Burger Combo Medium,Premium Burger,Beef,,,,,BPBCM,PB,B
BBQ Premium Burger Value Meal Medium,Premium Burger,Beef,,,,,BPBVMM,PB,B
BBQ Premium Burger Combo Large,Premium Burger,Beef,,,,,BPBCL,PB,B
BBQ Premium Burger Value Meal Large,Premium Burger,Beef,,,,,BPBVML,PB,B
Mushroom Swiss Premium Burger,Premium Burger,Beef,,,,,MSPB,PB,B
Mushroom Swiss Premium Burger Small,Premium Burger,Beef,,,,,MSPBS,PB,B
Mushroom Swiss Premium Burger Medium,Premium Burger,Beef,,,,,MSPBM,PB,B
Mushroom Swiss Premium Burger Large,Premium Burger,Beef,,,,,MSPBL,PB,B
Mushroom Swiss Premium Burger Extra Large,Premium Burger,Beef,,,,,MSPBEL,PB,B
Mushroom Swiss Premium Burger King Size,Premium Burger,Beef,,,,,MSPBKS,PB,B
Mushroom Swiss Premium Burger Family Size,Premium Burger,Beef,,,,,MSPBFS,PB,B
Mushroom Swiss Premium Burger Combo,Premium Burger,Beef,,,,,MSPBC,PB,B
Mushroom Swiss Premium Burger Value Meal,Premium Burger,Beef,,,,,MSPBVM,PB,B
Mushroom Swiss Premium Burger Deluxe Meal,Premium Burger,Beef,,,,,MSPBDM,PB,B
Mushroom Swiss Premium Burger Family Meal,Premium Burger,Beef,,,,,MSPBFM,PB,B
Grilled Mushroom Swiss Premium Burger,Premium Burger,Beef,,,,,GMSPB,PB,B
Fried Mushroom Swiss Premium Burger,Premium Burger,Beef,,,,,FMSPB,PB,B
Baked Mushroom Swiss Premium Burger,Premium Burger,Beef,,,,,BMSPB,PB,B
Fresh Mushroom Swiss Premium Burger,Premium Burger,Beef,,,,,FMSPB,PB,B
Mushroom Swiss Premium Burger Extra Crispy,Premium Burger,Beef,,,,,MSPBEC,PB,B
Mushroom Swiss Premium Burger No Mayo,Premium Burger,Beef,,,,,MSPBNM,PB,B
Mushroom Swiss Premium Burger Extra Cheese,Premium Burger,Beef,,,,,MSPBEC,PB,B
Mushroom Swiss Premium Burger Spicy,Premium Burger,Beef,,,,,MSPBS,PB,B
Mushroom Swiss Premium Burger Mild,Premium Burger,Beef,,,,,MSPBM,PB,B
Mushroom Swiss Premium Burger BBQ,Premium Burger,Beef,,,,,MSPBB,PB,B
Mushroom Swiss Premium Burger on Sesame Bun,Premium Burger,Beef,,,,,MSPBoSB,PB,B
Mushroom Swiss Premium Burger on Brioche,Premium Burger,Beef,,,,,MSPBoB,PB,B
Mushroom Swiss Premium Burger on Whole Wheat,Premium Burger,Beef,,,,,MSPBoWW,PB,B
Mushroom Swiss Premium Burger on Sourdough,Premium Burger,Beef,,,,,MSPBoS,PB,B
Mushroom Swiss Premium Burger Combo Small,Premium Burger,Beef,,,,,MSPBCS,PB,B
Mushroom Swiss Premium Burger Value Meal Small,Premium Burger,Beef,,,,,MSPBVMS,PB,B
Mushroom Swiss Premium Burger Combo Medium,Premium Burger,Beef,,,,,MSPBCM,PB,B
Mushroom Swiss Premium Burger Value Meal Medium,Premium Burger,Beef,,,,,MSPBVMM,PB,B
Mushroom Swiss Premium Burger Combo Large,Premium Burger,Beef,,,,,MSPBCL,PB,B
Mushroom Swiss Premium Burger Value Meal Large,Premium Burger,Beef,,,,,MSPBVML,PB,B
Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,PPBS,BS,P
Pulled Pork BBQ Sandwich Small,BBQ Sandwich,Pork,,,,,PPBSS,BS,P
Pulled Pork BBQ Sandwich Medium,BBQ Sandwich,Pork,,,,,PPBSM,BS,P
Pulled Pork BBQ Sandwich Large,BBQ Sandwich,Pork,,,,,PPBSL,BS,P
Pulled Pork BBQ Sandwich Extra Large,BBQ Sandwich,Pork,,,,,PPBSEL,BS,P
Pulled Pork BBQ Sandwich King Size,BBQ Sandwich,Pork,,,,,PPBSKS,BS,P
Pulled Pork BBQ Sandwich Family Size,BBQ Sandwich,Pork,,,,,PPBSFS,BS,P
Pulled Pork BBQ Sandwich Combo,BBQ Sandwich,Pork,,,,,PPBSC,BS,P
Pulled Pork BBQ Sandwich Value Meal,BBQ Sandwich,Pork,,,,,PPBSVM,BS,P
Pulled Pork BBQ Sandwich Deluxe Meal,BBQ Sandwich,Pork,,,,,PPBSDM,BS,P
Pulled Pork BBQ Sandwich Family Meal,BBQ Sandwich,Pork,,,,,PPBSFM,BS,P
Grilled Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,GPPBS,BS,P
Fried Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,FPPBS,BS,P
Baked Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,BPPBS,BS,P
Fresh Pulled Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,FPPBS,BS,P
Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,SPBS,BS,P
Sliced Pork BBQ Sandwich Small,BBQ Sandwich,Pork,,,,,SPBSS,BS,P
Sliced Pork BBQ Sandwich Medium,BBQ Sandwich,Pork,,,,,SPBSM,BS,P
Sliced Pork BBQ Sandwich Large,BBQ Sandwich,Pork,,,,,SPBSL,BS,P
Sliced Pork BBQ Sandwich Extra Large,BBQ Sandwich,Pork,,,,,SPBSEL,BS,P
Sliced Pork BBQ Sandwich King Size,BBQ Sandwich,Pork,,,,,SPBSKS,BS,P
Sliced Pork BBQ Sandwich Family Size,BBQ Sandwich,Pork,,,,,SPBSFS,BS,P
Sliced Pork BBQ Sandwich Combo,BBQ Sandwich,Pork,,,,,SPBSC,BS,P
Sliced Pork BBQ Sandwich Value Meal,BBQ Sandwich,Pork,,,,,SPBSVM,BS,P
Sliced Pork BBQ Sandwich Deluxe Meal,BBQ Sandwich,Pork,,,,,SPBSDM,BS,P
Sliced Pork BBQ Sandwich Family Meal,BBQ Sandwich,Pork,,,,,SPBSFM,BS,P
Grilled Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,GSPBS,BS,P
Fried Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,FSPBS,BS,P
Baked Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,BSPBS,BS,P
Fresh Sliced Pork BBQ Sandwich,BBQ Sandwich,Pork,,,,,FSPBS,BS,P
Single Bacon Burger,Bacon Burger,Pork,,,,,SBB,BB,P
Single Bacon Burger Small,Bacon Burger,Pork,,,,,SBBS,BB,P
Single Bacon Burger Medium,Bacon Burger,Pork,,,,,SBBM,BB,P
Single Bacon Burger Large,Bacon Burger,Pork,,,,,SBBL,BB,P
Single Bacon Burger Extra Large,Bacon Burger,Pork,,,,,SBBEL,BB,P
Single Bacon Burger King Size,Bacon Burger,Pork,,,,,SBBKS,BB,P
Single Bacon Burger Family Size,Bacon Burger,Pork,,,,,SBBFS,BB,P
Single Bacon Burger Combo,Bacon Burger,Pork,,,,,SBBC,BB,P
Single Bacon Burger Value Meal,Bacon Burger,Pork,,,,,SBBVM,BB,P
Single Bacon Burger Deluxe Meal,Bacon Burger,Pork,,,,,SBBDM,BB,P
Single Bacon Burger Family Meal,Bacon Burger,Pork,,,,,SBBFM,BB,P
Grilled Single Bacon Burger,Bacon Burger,Pork,,,,,GSBB,BB,P
Fried Single Bacon Burger,Bacon Burger,Pork,,,,,FSBB,BB,P
Baked Single Bacon Burger,Bacon Burger,Pork,,,,,BSBB,BB,P
Fresh Single Bacon Burger,Bacon Burger,Pork,,,,,FSBB,BB,P
Double Bacon Burger,Bacon Burger,Pork,,,,,DBB,BB,P
Double Bacon Burger Small,Bacon Burger,Pork,,,,,DBBS,BB,P
Double Bacon Burger Medium,Bacon Burger,Pork,,,,,DBBM,BB,P
Double Bacon Burger Large,Bacon Burger,Pork,,,,,DBBL,BB,P
Double Bacon Burger Extra Large,Bacon Burger,Pork,,,,,DBBEL,BB,P
Double Bacon Burger King Size,Bacon Burger,Pork,,,,,DBBKS,BB,P
Double Bacon Burger Family Size,Bacon Burger,Pork,,,,,DBBFS,BB,P
Double Bacon Burger Combo,Bacon Burger,Pork,,,,,DBBC,BB,P
Double Bacon Burger Value Meal,Bacon Burger,Pork,,,,,DBBVM,BB,P
Double Bacon Burger Deluxe Meal,Bacon Burger,Pork,,,,,DBBDM,BB,P
Double Bacon Burger Family Meal,Bacon Burger,Pork,,,,,DBBFM,BB,P
Grilled Double Bacon Burger,Bacon Burger,Pork,,,,,GDBB,BB,P
Fried Double Bacon Burger,Bacon Burger,Pork,,,,,FDBB,BB,P
Baked Double Bacon Burger,Bacon Burger,Pork,,,,,BDBB,BB,P
Fresh Double Bacon Burger,Bacon Burger,Pork,,,,,FDBB,BB,P
Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,SBS,BS,P
Sausage Breakfast Sandwich Small,Breakfast Sandwich,Pork,,,,,SBSS,BS,P
Sausage Breakfast Sandwich Medium,Breakfast Sandwich,Pork,,,,,SBSM,BS,P
Sausage Breakfast Sandwich Large,Breakfast Sandwich,Pork,,,,,SBSL,BS,P
Sausage Breakfast Sandwich Extra Large,Breakfast Sandwich,Pork,,,,,SBSEL,BS,P
Sausage Breakfast Sandwich King Size,Breakfast Sandwich,Pork,,,,,SBSKS,BS,P
Sausage Breakfast Sandwich Family Size,Breakfast Sandwich,Pork,,,,,SBSFS,BS,P
Sausage Breakfast Sandwich Combo,Breakfast Sandwich,Pork,,,,,SBSC,BS,P
Sausage Breakfast Sandwich Value Meal,Breakfast Sandwich,Pork,,,,,SBSVM,BS,P
Sausage Breakfast Sandwich Deluxe Meal,Breakfast Sandwich,Pork,,,,,SBSDM,BS,P
Sausage Breakfast Sandwich Family Meal,Breakfast Sandwich,Pork,,,,,SBSFM,BS,P
Grilled Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,GSBS,BS,P
Fried Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,FSBS,BS,P
Baked Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,BSBS,BS,P
Fresh Sausage Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,FSBS,BS,P
Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,BBS,BS,P
Bacon Breakfast Sandwich Small,Breakfast Sandwich,Pork,,,,,BBSS,BS,P
Bacon Breakfast Sandwich Medium,Breakfast Sandwich,Pork,,,,,BBSM,BS,P
Bacon Breakfast Sandwich Large,Breakfast Sandwich,Pork,,,,,BBSL,BS,P
Bacon Breakfast Sandwich Extra Large,Breakfast Sandwich,Pork,,,,,BBSEL,BS,P
Bacon Breakfast Sandwich King Size,Breakfast Sandwich,Pork,,,,,BBSKS,BS,P
Bacon Breakfast Sandwich Family Size,Breakfast Sandwich,Pork,,,,,BBSFS,BS,P
Bacon Breakfast Sandwich Combo,Breakfast Sandwich,Pork,,,,,BBSC,BS,P
Bacon Breakfast Sandwich Value Meal,Breakfast Sandwich,Pork,,,,,BBSVM,BS,P
Bacon Breakfast Sandwich Deluxe Meal,Breakfast Sandwich,Pork,,,,,BBSDM,BS,P
Bacon Breakfast Sandwich Family Meal,Breakfast Sandwich,Pork,,,,,BBSFM,BS,P
Grilled Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,GBBS,BS,P
Fried Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,FBBS,BS,P
Baked Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,BBBS,BS,P
Fresh Bacon Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,FBBS,BS,P
Ham Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,HBS,BS,P
Ham Breakfast Sandwich Small,Breakfast Sandwich,Pork,,,,,HBSS,BS,P
Ham Breakfast Sandwich Medium,Breakfast Sandwich,Pork,,,,,HBSM,BS,P
Ham Breakfast Sandwich Large,Breakfast Sandwich,Pork,,,,,HBSL,BS,P
Ham Breakfast Sandwich Extra Large,Breakfast Sandwich,Pork,,,,,HBSEL,BS,P
Ham Breakfast Sandwich King Size,Breakfast Sandwich,Pork,,,,,HBSKS,BS,P
Ham Breakfast Sandwich Family Size,Breakfast Sandwich,Pork,,,,,HBSFS,BS,P
Ham Breakfast Sandwich Combo,Breakfast Sandwich,Pork,,,,,HBSC,BS,P
Ham Breakfast Sandwich Value Meal,Breakfast Sandwich,Pork,,,,,HBSVM,BS,P
Ham Breakfast Sandwich Deluxe Meal,Breakfast Sandwich,Pork,,,,,HBSDM,BS,P
Ham Breakfast Sandwich Family Meal,Breakfast Sandwich,Pork,,,,,HBSFM,BS,P
Grilled Ham Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,GHBS,BS,P
Fried Ham Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,FHBS,BS,P
Baked Ham Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,BHBS,BS,P
Fresh Ham Breakfast Sandwich,Breakfast Sandwich,Pork,,,,,FHBS,BS,P
BBQ Pork Ribs,Pork Ribs,Pork,,,,,BPR,PR,P
BBQ Pork Ribs Small,Pork Ribs,Pork,,,,,BPRS,PR,P
BBQ Pork Ribs Medium,Pork Ribs,Pork,,,,,BPRM,PR,P
BBQ Pork Ribs Large,Pork Ribs,Pork,,,,,BPRL,PR,P
BBQ Pork Ribs Extra Large,Pork Ribs,Pork,,,,,BPREL,PR,P
BBQ Pork Ribs King Size,Pork Ribs,Pork,,,,,BPRKS,PR,P
BBQ Pork Ribs Family Size,Pork Ribs,Pork,,,,,BPRFS,PR,P
4-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,4BPR,PR,P
6-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,6BPR,PR,P
8-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,8BPR,PR,P
10-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,1BPR,PR,P
12-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,1BPR,PR,P
15-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,1BPR,PR,P
20-piece BBQ Pork Ribs,Pork Ribs,Pork,,,,,2BPR,PR,P
BBQ Pork Ribs Combo,Pork Ribs,Pork,,,,,BPRC,PR,P
BBQ Pork Ribs Value Meal,Pork Ribs,Pork,,,,,BPRVM,PR,P
BBQ Pork Ribs Deluxe Meal,Pork Ribs,Pork,,,,,BPRDM,PR,P
BBQ Pork Ribs Family Meal,Pork Ribs,Pork,,,,,BPRFM,PR,P
Grilled BBQ Pork Ribs,Pork Ribs,Pork,,,,,GBPR,PR,P
Fried BBQ Pork Ribs,Pork Ribs,Pork,,,,,FBPR,PR,P
Baked BBQ Pork Ribs,Pork Ribs,Pork,,,,,BBPR,PR,P
